user_id,block_number,trial_number,classification_decision,stimulus_seen,dss_judgment,decision_time,correct_classification
36,3,11,signal,7.3,noise,2.063878,noise
31,3,1,noise,3.79,noise,3.861169,noise
34,3,38,noise,7.33,noise,2.046977,noise
33,3,41,noise,5.96,noise,2.139162,noise
36,3,12,noise,4.78,noise,1.775168,noise
31,3,2,signal,7.1,signal,2.132453,signal
34,3,39,noise,5.11,noise,1.962489,noise
33,3,42,signal,6.07,signal,1.760083,signal
36,3,13,noise,5.41,signal,2.121103,noise
31,3,3,signal,6.0,noise,2.004193,noise
34,3,40,signal,6.06,signal,2.000945,signal
33,3,43,noise,7.37,noise,1.463773,noise
36,3,14,noise,6.63,noise,1.512342,noise
38,1,1,noise,5.18,noise,8.337001,noise
31,3,4,signal,6.78,signal,1.863987,signal
34,3,41,signal,5.61,signal,2.2165,signal
33,3,44,signal,8.32,signal,1.636163,signal
36,3,15,noise,5.89,signal,1.355067,noise
37,1,1,signal,5.31,noise,5.849867,noise
31,3,5,signal,7.3,noise,2.329673,noise
33,3,45,noise,4.04,noise,1.660176,noise
36,3,16,signal,7.42,signal,1.704147,signal
34,3,42,signal,7.86,signal,2.450872,signal
37,1,2,signal,8.58,noise,2.16778,signal
36,3,17,noise,5.91,noise,1.422915,noise
31,3,6,noise,4.29,noise,1.918122,noise
33,3,46,noise,5.76,noise,1.839815,noise
34,3,43,signal,6.81,signal,1.969736,noise
36,3,18,noise,5.58,noise,1.488199,noise
38,1,2,noise,7.22,noise,6.413218,noise
33,3,47,signal,5.95,signal,1.803649,noise
31,3,7,signal,7.5,signal,2.090645,signal
32,3,1,noise,3.84,noise,3.178195,noise
34,3,44,signal,7.87,signal,2.000916,signal
36,3,19,signal,7.2,noise,1.70547,signal
37,1,3,noise,6.59,noise,4.391377,noise
31,3,8,noise,5.74,noise,1.826002,noise
33,3,48,signal,6.91,signal,2.017328,signal
34,3,45,noise,5.32,noise,1.722108,signal
36,3,20,noise,4.47,noise,1.485381,noise
38,1,3,noise,7.17,noise,3.338413,signal
37,1,4,noise,5.86,noise,2.03195,noise
33,3,49,noise,4.92,noise,1.870767,noise
31,3,9,signal,10.72,signal,1.832251,signal
34,3,46,signal,7.17,signal,1.845911,signal
36,3,21,noise,6.04,noise,1.616017,noise
32,3,2,noise,6.53,noise,4.922111,noise
36,3,22,noise,5.39,noise,1.416882,noise
37,1,5,noise,4.6,noise,2.008006,noise
31,3,10,signal,7.95,signal,1.722709,signal
33,3,50,noise,6.85,noise,1.96018,signal
34,3,47,noise,8.58,noise,2.012779,signal
36,3,23,noise,3.96,noise,1.54779,noise
33,3,51,noise,6.48,noise,1.48892,noise
32,3,3,signal,7.99,signal,2.507424,signal
38,1,4,noise,4.76,signal,4.920861,noise
37,1,6,signal,7.14,noise,1.997478,noise
31,3,11,noise,6.02,noise,2.314256,noise
34,3,48,signal,7.75,signal,2.872686,noise
36,3,24,signal,7.7,signal,1.769885,signal
31,3,12,noise,6.44,signal,2.255045,signal
37,1,7,noise,3.73,noise,2.468696,noise
38,1,5,noise,7.82,signal,2.913665,signal
32,3,4,noise,4.5,noise,3.251148,noise
36,3,25,noise,6.23,noise,1.81738,noise
34,3,49,noise,4.21,noise,1.986571,noise
33,3,52,signal,6.61,signal,4.74191,signal
37,1,8,noise,5.61,noise,2.172479,noise
36,3,26,noise,3.98,noise,1.683834,noise
31,3,13,noise,3.86,noise,2.523975,noise
34,3,50,signal,6.74,signal,1.908164,noise
32,3,5,signal,5.67,signal,3.391058,signal
34,3,51,signal,6.33,signal,1.512116,signal
38,1,6,noise,5.35,noise,3.863897,noise
31,3,14,signal,4.61,noise,2.037958,noise
33,3,53,noise,7.09,noise,2.805974,noise
37,1,9,noise,7.33,noise,2.697855,signal
36,3,27,signal,6.54,signal,2.974616,signal
31,3,15,signal,9.2,noise,1.786787,signal
34,3,52,noise,7.46,signal,2.18556,signal
38,1,7,signal,7.21,noise,2.273569,noise
36,3,28,signal,8.17,signal,1.428334,signal
32,3,6,signal,5.86,signal,3.19728,noise
37,1,10,noise,6.67,noise,2.513902,noise
33,3,54,noise,6.22,noise,3.183209,noise
38,1,8,noise,7.84,noise,1.150069,signal
31,3,16,signal,9.24,signal,1.901277,signal
36,3,29,signal,8.91,signal,1.441849,signal
34,3,53,noise,4.56,signal,1.936739,noise
32,3,7,signal,6.69,signal,2.63139,signal
38,1,9,noise,7.4,noise,1.767816,noise
36,3,30,noise,3.27,noise,1.497844,noise
33,3,55,noise,4.58,noise,2.096049,noise
31,3,17,signal,5.91,noise,2.139164,noise
34,3,54,noise,5.27,signal,1.712767,noise
36,3,31,signal,6.48,noise,2.052833,noise
32,3,8,signal,7.13,signal,2.754459,signal
33,3,56,noise,3.82,noise,2.270465,noise
34,3,55,signal,6.27,signal,1.957991,signal
38,1,10,noise,6.07,noise,2.804746,noise
31,3,18,noise,4.66,noise,2.443975,noise
36,3,32,noise,5.6,noise,2.080826,noise
31,3,19,signal,7.04,signal,1.726256,signal
34,3,56,noise,6.12,noise,2.202641,noise
33,3,57,noise,6.19,noise,2.233554,noise
32,3,9,signal,6.6,signal,3.238669,signal
36,3,33,noise,6.36,noise,1.708122,noise
31,3,20,noise,6.23,signal,1.57854,signal
34,3,57,signal,8.88,signal,2.029226,signal
33,3,58,signal,8.15,signal,2.177287,signal
36,3,34,signal,7.3,signal,1.520864,signal
31,3,21,signal,7.23,noise,1.704382,noise
36,3,35,signal,8.29,signal,1.501055,signal
33,3,59,noise,4.96,noise,2.092455,noise
34,3,58,signal,7.82,noise,2.556227,noise
31,3,22,signal,8.25,signal,1.994841,signal
36,3,36,signal,8.22,signal,1.448792,signal
38,2,1,signal,6.78,signal,5.337302,signal
33,3,60,noise,5.77,noise,1.661435,noise
34,3,59,noise,6.42,signal,1.976044,signal
32,3,10,noise,6.2,noise,6.41357,signal
31,3,23,noise,3.52,noise,1.530041,noise
36,3,37,noise,5.24,noise,1.655003,noise
38,2,2,signal,6.74,signal,1.857938,signal
34,3,60,signal,6.43,signal,1.982869,signal
31,3,24,noise,7.31,noise,1.986313,signal
33,3,61,noise,9.04,noise,3.095415,signal
36,3,38,noise,6.02,noise,2.114073,noise
32,3,11,signal,4.97,signal,2.975122,noise
38,2,3,noise,6.62,noise,1.933589,signal
34,3,61,noise,5.69,signal,2.000215,signal
31,3,25,signal,4.49,noise,1.864628,noise
33,3,62,noise,4.91,noise,1.716517,noise
36,3,39,noise,5.8,noise,1.853835,noise
38,2,4,signal,6.59,signal,1.764743,signal
32,3,12,signal,7.72,noise,2.723688,signal
34,3,62,signal,6.83,signal,1.838135,signal
31,3,26,signal,5.68,noise,1.972791,noise
36,3,40,noise,5.12,noise,1.445888,noise
38,2,5,noise,7.05,noise,1.661021,signal
33,3,63,noise,4.77,noise,2.783819,noise
31,3,27,signal,6.67,signal,1.93146,signal
32,3,13,signal,5.24,signal,2.534133,noise
36,3,41,signal,6.49,noise,1.894896,noise
34,3,63,noise,5.78,noise,2.582179,signal
38,2,6,noise,6.19,noise,1.717811,noise
33,3,64,noise,7.17,noise,1.169563,signal
31,3,28,noise,6.14,signal,1.461885,noise
36,3,42,noise,5.55,noise,1.614153,noise
34,3,64,noise,4.84,noise,1.587369,noise
38,2,7,noise,5.89,noise,1.653839,noise
32,3,14,signal,6.49,noise,2.751467,noise
31,3,29,signal,9.12,signal,1.787459,signal
36,3,43,signal,8.98,signal,1.718823,signal
34,3,65,signal,6.98,noise,1.858603,noise
38,2,8,signal,6.65,signal,1.826749,signal
31,3,30,noise,4.78,noise,1.557177,noise
33,3,65,noise,8.06,noise,4.430681,signal
36,3,44,noise,4.22,noise,1.595615,noise
32,3,15,noise,5.14,noise,2.77587,noise
38,2,9,noise,6.07,noise,1.639388,noise
31,3,31,noise,3.95,signal,1.656403,noise
33,3,66,noise,4.22,noise,1.617649,noise
34,3,66,noise,5.64,signal,2.946509,signal
36,3,45,noise,5.8,noise,1.846793,noise
38,2,10,noise,6.5,noise,1.895626,noise
32,3,16,signal,5.72,signal,2.610939,noise
31,3,32,noise,4.41,noise,1.704734,noise
36,3,46,noise,5.55,noise,1.559969,noise
33,3,67,noise,5.77,noise,2.344587,noise
31,3,33,noise,5.52,noise,1.617662,noise
34,3,67,signal,7.64,noise,3.339619,signal
32,3,17,signal,5.61,signal,2.215361,noise
36,3,47,noise,6.73,signal,2.619596,signal
33,3,68,signal,8.21,signal,2.265,noise
31,3,34,noise,6.3,noise,1.735379,noise
38,3,1,noise,5.18,noise,2.845428,noise
34,3,68,noise,5.52,signal,2.006125,signal
32,3,18,signal,6.45,signal,1.986293,noise
33,3,69,signal,9.58,noise,1.165769,signal
36,3,48,noise,5.79,noise,1.752303,noise
31,3,35,noise,4.38,noise,1.689337,noise
38,3,2,noise,7.22,noise,1.144734,noise
34,3,69,noise,5.03,noise,1.522819,noise
31,3,36,noise,5.62,noise,1.635424,noise
36,3,49,noise,6.06,noise,1.899171,noise
32,3,19,noise,4.79,signal,2.830626,signal
33,3,70,noise,7.81,signal,2.17282,signal
38,3,3,noise,7.17,noise,1.845297,signal
34,3,70,noise,7.69,noise,2.052404,signal
31,3,37,signal,7.78,signal,1.634943,signal
36,3,50,noise,5.77,signal,1.807119,signal
37,2,1,noise,5.58,noise,4.99145,noise
33,3,71,noise,5.77,noise,1.668849,noise
32,3,20,signal,8.78,signal,2.139788,signal
38,3,4,signal,4.76,signal,1.995315,noise
34,3,71,noise,4.69,noise,1.545741,noise
31,3,38,noise,4.48,noise,1.538587,noise
36,3,51,noise,4.51,noise,1.901905,noise
38,3,5,signal,7.82,signal,1.677074,signal
31,3,39,noise,5.5,noise,1.729322,noise
33,3,72,noise,5.48,noise,2.866846,noise
34,3,72,signal,7.35,signal,2.48101,signal
37,2,2,noise,4.24,noise,3.369344,noise
32,3,21,noise,5.13,signal,3.169342,noise
36,3,52,noise,6.05,noise,1.982054,noise
38,3,6,noise,5.35,noise,1.727395,noise
31,3,40,noise,6.32,signal,1.787847,signal
33,3,73,noise,6.59,noise,2.066062,signal
36,3,53,signal,7.65,signal,1.772235,signal
34,3,73,noise,6.76,signal,2.700814,signal
38,3,7,noise,7.21,noise,1.834476,noise
37,2,3,noise,5.55,noise,2.799776,noise
32,3,22,noise,6.18,noise,2.706162,noise
31,3,41,noise,3.9,signal,1.817566,noise
33,3,74,noise,5.02,noise,1.231308,noise
34,3,74,noise,4.88,noise,1.676161,noise
36,3,54,signal,9.27,signal,1.862071,signal
38,3,8,noise,7.84,noise,1.535368,signal
37,2,4,noise,7.82,noise,1.859427,signal
31,3,42,signal,5.98,noise,1.676945,noise
32,3,23,signal,8.07,noise,2.446164,noise
33,3,75,noise,4.88,noise,2.654063,noise
38,3,9,noise,7.4,noise,1.529328,noise
36,3,55,signal,6.97,signal,1.686891,signal
34,3,75,noise,6.58,noise,2.069468,noise
31,3,43,signal,5.95,noise,1.660877,noise
37,2,5,signal,7.35,noise,2.138458,signal
32,3,24,signal,6.18,signal,2.030642,signal
36,3,56,noise,5.96,noise,1.844766,noise
38,3,10,noise,6.07,noise,1.990782,noise
33,3,76,noise,4.6,noise,2.113117,noise
34,3,76,noise,5.98,noise,1.925048,noise
31,3,44,noise,5.11,noise,1.821763,noise
37,2,6,noise,4.72,noise,2.084217,noise
38,3,11,signal,6.78,signal,1.684736,signal
32,3,25,noise,6.73,noise,2.700433,noise
36,3,57,signal,7.7,signal,1.903311,signal
31,3,45,noise,5.66,noise,1.481318,noise
33,3,77,signal,4.91,signal,2.037695,noise
34,3,77,noise,5.4,noise,1.918721,noise
37,2,7,noise,4.7,noise,2.483869,noise
31,3,46,noise,4.75,noise,1.434091,noise
38,3,12,signal,6.74,signal,1.694331,signal
36,3,58,noise,6.55,noise,1.761282,noise
33,3,78,noise,4.84,noise,1.599881,noise
32,3,26,noise,5.75,noise,2.13759,noise
34,3,78,signal,8.35,signal,1.902365,signal
31,3,47,signal,9.75,noise,1.6623,signal
38,3,13,noise,6.62,noise,1.672846,signal
36,3,59,noise,7.73,noise,1.819363,signal
34,3,79,noise,4.21,noise,1.781196,noise
37,2,8,signal,7.64,noise,2.985571,noise
33,3,79,noise,6.55,noise,2.925953,noise
31,3,48,signal,7.31,signal,1.73186,signal
32,3,27,signal,7.71,noise,3.379173,signal
38,3,14,signal,6.59,signal,1.749678,signal
36,3,60,noise,5.16,signal,1.891261,noise
34,3,80,signal,7.3,signal,1.914016,signal
31,3,49,noise,5.88,noise,1.625375,noise
37,2,9,signal,5.06,noise,2.185233,noise
33,3,80,signal,6.57,signal,1.7281,signal
38,3,15,noise,7.05,noise,1.612641,signal
34,3,81,noise,6.79,noise,1.862508,signal
31,3,50,noise,5.31,noise,1.361854,noise
32,3,28,noise,6.63,noise,2.919418,noise
37,2,10,noise,5.84,noise,1.691538,noise
33,3,81,noise,4.43,noise,1.777505,noise
36,3,61,signal,6.68,signal,3.221647,signal
38,3,16,noise,6.19,noise,2.143149,noise
31,3,51,noise,4.28,noise,1.428816,noise
42,1,1,noise,7.23,noise,12.153034,noise
36,3,62,noise,4.63,noise,1.610073,noise
32,3,29,signal,6.84,signal,2.536694,signal
31,3,52,noise,4.91,noise,1.341849,noise
34,3,82,noise,5.96,signal,3.203288,noise
38,3,17,noise,5.89,noise,1.72012,noise
33,3,82,noise,5.02,noise,2.687231,noise
31,3,53,signal,9.89,signal,1.591768,signal
36,3,63,noise,7.06,noise,2.433538,noise
38,3,18,signal,6.65,signal,1.832352,signal
34,3,83,signal,7.56,signal,2.123264,signal
32,3,30,noise,3.96,signal,2.775076,noise
33,3,83,noise,6.65,noise,2.698433,noise
31,3,54,noise,6.1,noise,1.677239,noise
42,1,2,noise,4.79,noise,4.419492,noise
36,3,64,noise,5.12,noise,1.747343,noise
38,3,19,noise,6.07,noise,1.751131,noise
34,3,84,noise,6.59,noise,2.125418,signal
37,3,1,noise,5.31,noise,2.706616,noise
31,3,55,noise,6.77,noise,1.457209,noise
33,3,84,noise,4.1,noise,1.883254,noise
36,3,65,noise,5.61,noise,1.589527,noise
42,1,3,noise,4.72,noise,2.133181,noise
32,3,31,signal,5.88,signal,3.522792,signal
38,3,20,noise,6.5,noise,2.096242,noise
34,3,85,signal,8.08,signal,1.737054,signal
31,3,56,signal,8.65,signal,1.739755,signal
33,3,85,noise,4.8,noise,1.604015,noise
37,3,2,signal,8.58,noise,2.014762,signal
36,3,66,noise,4.86,noise,1.730555,noise
38,3,21,signal,6.35,signal,1.798129,signal
31,3,57,noise,6.57,noise,1.540983,signal
34,3,86,signal,7.9,noise,1.908944,noise
32,3,32,signal,6.92,signal,2.495576,signal
33,3,86,noise,6.58,noise,1.692237,signal
42,1,4,noise,7.49,signal,3.136721,noise
37,3,3,signal,6.59,noise,2.17941,noise
36,3,67,signal,7.47,signal,1.831246,signal
38,3,22,noise,5.3,noise,1.630313,noise
33,3,87,noise,8.04,noise,1.448161,signal
42,1,5,noise,5.39,signal,1.513474,noise
31,3,58,signal,8.44,signal,1.884881,signal
34,3,87,signal,7.18,noise,1.860554,signal
36,3,68,noise,5.35,noise,1.625366,noise
32,3,33,signal,6.48,signal,2.583782,signal
37,3,4,noise,5.86,noise,2.831401,noise
31,3,59,signal,7.81,noise,1.70133,noise
42,1,6,noise,6.8,signal,1.81114,signal
38,3,23,noise,7.91,noise,2.179029,signal
34,3,88,signal,7.05,signal,1.86757,noise
36,3,69,noise,7.35,noise,2.034111,signal
33,3,88,noise,4.17,noise,3.60222,noise
32,3,34,signal,6.58,signal,2.882817,noise
31,3,60,noise,5.12,noise,1.700826,noise
34,3,89,signal,8.26,noise,1.704514,signal
38,3,24,noise,5.73,noise,1.823255,noise
37,3,5,noise,4.6,noise,2.427228,noise
36,3,70,signal,5.67,noise,1.638915,noise
42,1,7,noise,6.63,noise,3.257997,noise
31,3,61,noise,3.43,noise,1.469169,noise
38,3,25,noise,5.73,noise,1.709039,noise
33,3,89,signal,7.05,signal,1.949003,signal
36,3,71,noise,4.46,noise,1.697467,noise
34,3,90,noise,7.41,signal,2.29471,signal
37,3,6,signal,7.14,noise,2.282663,noise
42,1,8,signal,7.5,signal,1.573869,noise
31,3,62,signal,6.98,signal,1.732438,signal
38,3,26,noise,8.19,noise,1.474034,signal
36,3,72,noise,4.19,noise,1.51367,noise
32,3,35,noise,6.7,noise,4.456244,signal
34,3,91,signal,6.8,signal,2.021992,noise
31,3,63,noise,4.61,noise,1.389827,noise
42,1,9,noise,5.83,signal,1.755911,signal
38,3,27,signal,5.97,signal,1.66973,noise
36,3,73,noise,4.49,noise,1.466855,noise
37,3,7,noise,3.73,noise,2.942068,noise
42,1,10,noise,6.53,noise,1.329263,signal
31,3,64,signal,7.48,signal,1.675882,signal
34,3,92,noise,6.9,noise,2.075047,noise
38,3,28,signal,6.85,signal,1.731948,signal
36,3,74,noise,5.46,noise,1.807881,noise
32,3,36,signal,6.81,noise,3.354256,signal
37,3,8,noise,5.61,noise,1.983437,noise
31,3,65,signal,7.33,signal,1.635231,signal
34,3,93,noise,5.23,noise,1.754253,noise
38,3,29,noise,8.99,noise,1.777916,signal
36,3,75,noise,5.22,noise,1.671741,noise
31,3,66,noise,5.04,noise,1.472493,noise
37,3,9,noise,7.33,noise,2.627602,signal
34,3,94,signal,6.98,signal,1.862243,signal
32,3,37,signal,6.48,signal,2.894334,noise
33,3,90,signal,8.79,signal,8.459978,signal
36,3,76,signal,6.88,signal,1.647516,signal
38,3,30,noise,6.44,noise,1.802821,noise
31,3,67,noise,5.31,noise,1.324838,noise
34,3,95,noise,5.92,noise,1.717089,noise
31,3,68,noise,3.69,noise,1.342522,noise
36,3,77,noise,6.81,noise,1.729551,noise
37,3,10,noise,6.67,noise,2.289374,noise
38,3,31,noise,5.84,noise,2.00672,noise
32,3,38,signal,7.01,noise,2.606678,noise
33,3,91,signal,6.08,signal,3.586058,noise
31,3,69,noise,6.31,noise,1.745506,noise
34,3,96,signal,6.16,noise,2.405807,noise
36,3,78,noise,5.14,noise,2.194719,noise
37,3,11,noise,5.58,noise,2.318997,noise
32,3,39,signal,6.31,signal,2.329923,signal
38,3,32,noise,4.02,noise,2.454409,noise
31,3,70,signal,9.23,noise,1.418167,signal
33,3,92,signal,6.51,signal,1.724942,signal
34,3,97,noise,5.93,signal,1.682365,signal
36,3,79,signal,6.97,signal,1.689099,signal
37,3,12,noise,4.24,noise,2.051596,noise
31,3,71,noise,4.5,noise,1.49791,noise
32,3,40,noise,5.77,noise,2.128625,noise
38,3,33,noise,5.22,noise,2.218858,noise
34,3,98,signal,7.06,signal,1.678981,signal
36,3,80,noise,3.59,noise,1.661297,noise
33,3,93,signal,8.8,signal,2.210814,signal
31,3,72,signal,6.75,signal,1.702886,signal
37,3,13,noise,5.55,noise,1.809766,noise
